Score,Steps, Epsilon, Reward Acomulado:  5 400 0.8904747068190155 -13.375000000000073
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.886919904561988 -51.89000000000026
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.883379293184264 -56.74000000000012
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.8798528160354181 -22.879999999999953
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.8763404166911752 -52.38500000000015
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.8728420389525116 -17.43500000000006
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.8693576268447476 -51.89000000000024
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.865887124616658 -45.35500000000018
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.862430476739578 -52.78000000000019
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.8589876279065163 -59.315000000000325
Score,Steps, Epsilon, Reward Acomulado:  5 400 0.8555585230312648 -8.919999999999956
Score,Steps, Epsilon, Reward Acomulado:  5 400 0.8521431072475252 -23.27500000000004
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.8487413259080252 -28.425000000000136
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.8453531245836448 -71.69000000000005
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.8419784490625506 -64.26500000000021
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.8386172453493221 -47.2350000000001
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.835269459664089 -39.21500000000018
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.8319350384416746 -34.36499999999999
Score,Steps, Epsilon, Reward Acomulado:  6 400 0.8286139283307342 -8.820000000000052
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.8253060761929046 -29.314999999999962
Score,Steps, Epsilon, Reward Acomulado:  5 400 0.8220114291019515 -14.860000000000014
Score,Steps, Epsilon, Reward Acomulado:  6 400 0.8187299343429234 -6.840000000000063
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.8154615394113077 -62.28500000000017
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.8122061920121953 -34.760000000000026
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.8089638400594364 -34.364999999999974
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.8057344316748124 -57.730000000000125
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.8025179151872026 -33.2750000000001
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.7993142391317618 -37.23500000000004
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7961233522490894 -59.21500000000025
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.7929452034844184 -47.73000000000017
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7897797419867935 -44.365000000000286
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.7866269171082529 -39.51500000000011
Score,Steps, Epsilon, Reward Acomulado:  5 400 0.78348667840303 -31.195000000000004
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.7803589756267352 -60.80000000000029
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7772437587355572 -51.79000000000023
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.7741409778854593 -35.85000000000014
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.771050583431387 -42.6800000000001
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.7679725259264679 -32.78000000000002
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.7649067561212238 -35.25499999999999
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7618532249627826 -53.27500000000008
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.7588118835940915 -48.72000000000009
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.7557826833531376 -37.83
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7527655757721672 -41.89000000000004
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.749760512576911 -73.66999999999983
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7467674456858147 -58.72000000000016
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.7437863272092646 -30.405
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.7408171094488248 -78.62
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7378597448964705 -58.22500000000019
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.7349141862338359 -27.334999999999916
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7319803863314468 -62.18500000000019
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7290582982479732 -79.01499999999996
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7261478752294744 -61.69000000000023
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7232490707086549 -64.16500000000018
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.7203618383041168 -8.62500000000003
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.7174861318196197 -58.125000000000135
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.7146219052433372 -68.22500000000011
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7117691127471237 -68.12500000000011
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7089277086857836 -57.730000000000175
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7060976475963368 -26.544999999999998
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.7032788841972917 -68.12500000000014
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.7004713733879218 -79.11500000000007
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.697675070247546 -66.14500000000005
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.694889930034808 -71.59
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.6921159081869578 -63.174999999999976
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.689352960319143 -78.41999999999999
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.6866010422236978 -63.57000000000029
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.6838601098694327 -75.05500000000006
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.681130119400934 -78.51999999999998
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.678411027137859 -44.76000000000008
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.6757027895742365 -41.19500000000003
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6730053633777768 -43.47500000000014
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6703187053891713 -86.53999999999994
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.6676427726214024 -98.02499999999975
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.6649775222590637 -64.1650000000001
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6623229116576644 -80.59999999999991
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6596788983429543 -27.139999999999908
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.6570454400102405 -57.73000000000029
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6544224945237117 -66.74000000000017
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.6518100199157656 -74.06499999999994
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6492079743863352 -64.76000000000016
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6466163163022186 -91.48999999999987
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6440350041964173 -79.60999999999999
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.6414639967674689 -54.66000000000018
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6389032528787875 -75.15500000000003
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6363527315580076 -95.44999999999987
Score,Steps, Epsilon, Reward Acomulado:  5 400 0.6338123919963269 -19.315000000000037
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.631282193547851 -27.139999999999976
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.6287620957289447 -85.945
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.626252058217587 -87.53
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.6237520408527228 -40.204999999999906
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.6212620036336198 -101.48999999999984
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.6187819067192317 -53.87000000000019
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.616311710427558 -70.99499999999998
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.61385137523501 -59.71000000000012
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.6114008617757793 -33.97000000000003
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.6089601308412039 -51.19500000000013
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.606529143379149 -80.50000000000004
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.6041078604933736 -65.65000000000015
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.6016962434429115 -74.4600000000001
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.599294253641453 -87.42999999999998
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.5969018526567264 -18.425000000000058
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5945190022098814 -88.02500000000003
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.592145664174879 -110.89499999999971
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5897818005778791 -86.53999999999999
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5874273735966371 -73.57000000000001
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5850823455598932 -83.47
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.5827466789467737 -102.47999999999982
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.5804203363861905 -43.770000000000124
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5781032806562408 -86.53999999999989
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5757954746836118 -81.98500000000004
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5734968815429914 -87.42999999999978
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5712074644564694 -57.73000000000008
Score,Steps, Epsilon, Reward Acomulado:  5 400 0.5689271867929586 -15.355000000000052
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5666560120676015 -81.98499999999993
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5643939039411923 -97.32999999999979
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5621408262195919 -74.56000000000013
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.5598967428531466 -62.58000000000028
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.557661617936117 -99.90499999999994
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5554354157060956 -46.94000000000019
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.5532181005434466 -47.72999999999998
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.551009636970724 -55.6500000000002
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.5488099896521104 -46.14500000000007
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5466191233928505 -61.19500000000027
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5444370031386854 -29.119999999999926
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5422635939752961 -84.95499999999998
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5400988611277417 -92.47999999999999
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.5379427699599039 -38.32500000000003
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.5357952859739339 -99.01500000000004
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5336563748096985 -57.830000000000105
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5315260022442297 -84.56000000000004
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.5294041341911827 -104.45999999999987
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.52729073670028 -81.59
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.5251857759567812 -38.62500000000004
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5230892182809327 -80.6000000000001
Score,Steps, Epsilon, Reward Acomulado:  5 400 0.5210010301274313 -41.09500000000008
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5189211780848889 -60.80000000000011
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.5168496288752937 -23.97
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5147863493534828 -78.02499999999986
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5127313065066106 -47.43500000000016
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5106844674536193 -65.75000000000014
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5086457994447107 -112.77499999999985
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5066152698608287 -92.97499999999982
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.5045928462131323 -99.30999999999986
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.5025784961424766 -68.02500000000009
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.5005721874188939 -79.11499999999997
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4985738879410804 -72.48000000000005
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.4965835657358831 -73.86499999999998
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4946011889577864 -104.85499999999965
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4926267258884014 -84.45999999999991
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.4906601449359609 -119.8049999999997
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4887014146348132 -70.50000000000014
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.48675050364491823 -137.62499999999972
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.48480738075134705 -106.83499999999972
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.48287201486377995 -99.50999999999996
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.48094437501601195 -109.30999999999986
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.47902443036545683 -65.55000000000013
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.47711215019265096 -92.47999999999986
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4752075039007662 -54.66000000000017
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4733104610151154 -75.55000000000007
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.47142099118266895 -6.250000000000014
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4695390641715665 -97.92499999999983
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.46766464987063483 -29.909999999999968
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.46579771828890487 -6.249999999999975
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4639382395551328 -73.0750000000001
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.46208618391732187 -85.05500000000005
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.46024152174224536 -92.4799999999997
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.45840422351497584 -43.27500000000004
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4565742598384067 -79.40999999999997
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4547516014327877 -98.3199999999999
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4529362191352549 -75.94500000000008
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4511280838993613 -23.675000000000004
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.44932716679461515 -23.574999999999896
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4475334390060166 -97.92499999999981
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4457468718335958 -74.95500000000015
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4439674366919536 -118.21999999999974
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.44219510510980486 -126.63499999999982
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.44042984872952373 -101.68499999999995
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.43867163930668795 -117.22999999999985
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4369204487096276 -91.88499999999974
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.43517624891897544 -97.9249999999998
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.43343901202721846 -100.39999999999992
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.43170871023825186 -102.17999999999986
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.42998531586693334 -101.28999999999984
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4282688013386398 -112.17999999999992
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4265591391888281 -121.18999999999984
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.42485630206259395 -105.34999999999994
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4231602627142337 -38.9200000000001
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4214709940068111 -104.85499999999985
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.41978846891171967 -40.900000000000105
Score,Steps, Epsilon, Reward Acomulado:  4 400 0.4181126605082532 -44.165000000000326
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.41644354198317335 -114.25999999999976
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4147810866302807 -80.39999999999988
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.4131252678499892 -87.92499999999998
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.41147605914889673 -91.09500000000003
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.4098334341393658 -83.57000000000015
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.4081973665390979 -114.85499999999976
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4065678301707155 -43.27499999999999
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.4049447989613406 -105.64499999999978
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.40332824694218095 -70.69999999999985
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.40171814824810953 -85.84499999999984
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.40011447711725556 -15.75500000000003
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.39851720789058975 -106.44000000000003
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.39692631501151643 -78.91499999999996
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.39534177302545914 -123.16999999999982
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3937635565794596 -28.22999999999988
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3921916404217688 -118.21999999999981
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3906259994014428 -99.40999999999977
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.38906660846794106 -14.765000000000125
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.38751344267072657 -80.4
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.38596647715886473 -42.48500000000015
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3844256871806262 -105.74499999999986
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.38289104808309254 -96.2399999999999
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3813625353117598 -94.95499999999996
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.37984012441014664 -109.10999999999996
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.37832379101940194 -119.70499999999984
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.37681351087791715 -64.16500000000006
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3753092598209357 -127.62499999999984
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.37381101378016857 -99.20999999999987
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.37231874878340754 -136.13999999999993
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3708324409541405 -103.76499999999984
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3693520665111741 -75.05499999999999
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3678776017682482 -17.240000000000045
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3664090231336599 -119.70499999999979
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3649463071098839 -12.685000000000045
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.36348943029320013 -135.1499999999998
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.36203836937331424 -48.22500000000018
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3605931011329881 -98.81499999999994
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.35915360244766836 -100.79499999999986
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.35771985028511516 -15.555000000000124
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3562918217050334 -144.55499999999975
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3548694938587075 -149.00999999999982
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.35345284398863397 -121.18999999999986
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.35204184942815714 -97.82500000000002
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.35063648760110844 -136.13999999999982
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3492367360214448 -38.52499999999999
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3478425722928863 -122.77499999999966
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.34645397410856066 -106.7349999999999
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.34507091925064415 -127.62499999999983
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3436933855900092 -55.355000000000175
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3423213510858675 -130.59499999999974
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3409547937854188 -18.33000000000009
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3395936918234972 -88.61999999999988
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3382380234222251 -58.32500000000013
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.336887766890662 -76.54000000000019
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3355429006244595 -62.780000000000264
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3342034031055121 -124.65499999999983
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3328692529016169 -116.3399999999997
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.33154042866612987 -105.14999999999979
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3302169091376212 -138.01999999999992
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3288986731395381 -111.6849999999998
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3275856995798668 -126.53499999999983
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3262779674507909 -146.92999999999986
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3249754558283598 -96.44000000000008
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.32367814387215094 -72.48000000000002
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.3223860108249391 -27.930000000000057
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.32109903601235984 -98.31999999999994
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.31981719884258314 -121.08999999999983
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3185404788059825 -146.03999999999974
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.31726885547480493 -146.5349999999998
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.31600230850284716 -7.834999999999991
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3147408176251284 -85.54999999999995
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3134843626575645 -161.38499999999988
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3122329234966486 -40.50500000000004
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.31098648011912805 -151.9799999999998
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.30974501258168174 -124.15999999999991
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.3085085010206044 -47.8300000000001
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.3072769256514861 -9.815000000000108
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.30605026676889985 -91.5899999999998
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3048285047460786 -159.40499999999983
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.30361162003460984 -64.16500000000039
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.30239959316411696 -22.784999999999975
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.3011924047419503 -122.27999999999962
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.299990035452876 -140.0999999999998
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.29879246605876814 -119.70499999999979
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.2975996773982985 -43.97000000000017
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.2964116503866328 -17.340000000000046
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.29522836601512276 -2.884999999999989
Score,Steps, Epsilon, Reward Acomulado:  2 400 0.2940498053510039 -0.8049999999999723
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.29287594953709284 -144.55499999999975
Score,Steps, Epsilon, Reward Acomulado:  3 400 0.291706779791483 -62.085
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.29054227740724636 -99.90499999999976
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.2893824237521339 -87.13499999999993
Score,Steps, Epsilon, Reward Acomulado:  0 400 0.2882272002682766 -133.6649999999998
Score,Steps, Epsilon, Reward Acomulado:  1 400 0.2870765884718895 -139.00999999999976
