2019-03-12 14:32:08,594 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:32:11,051 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:32:13,470 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:32:15,966 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:32:18,876 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:32:21,141 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:32:23,368 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:32:25,703 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:32:28,037 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:32:31,503 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:32:33,890 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:32:36,813 [1_agent_code] DEBUG: /n SCORE 7
2019-03-12 14:32:39,286 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:32:41,818 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:32:44,378 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:32:46,813 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:32:49,314 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:32:51,856 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:32:54,130 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:32:56,506 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:32:59,017 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:33:01,586 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:04,037 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:06,456 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:10,094 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:12,511 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:15,149 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:17,574 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:33:20,463 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:23,805 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:26,649 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:33:29,352 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:33:32,083 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:33:36,037 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:38,750 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:33:42,261 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:33:44,903 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:47,632 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:33:50,299 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:33:53,569 [1_agent_code] DEBUG: /n SCORE 5
2019-03-12 14:33:56,091 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:33:58,766 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:34:01,894 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:34:04,841 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:34:07,703 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:34:11,060 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:34:13,667 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:34:17,673 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:34:20,275 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:34:22,876 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:34:25,525 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:34:28,072 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:34:32,184 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:34:35,343 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:34:38,491 [1_agent_code] DEBUG: /n SCORE 5
2019-03-12 14:34:41,693 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:34:44,903 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:34:48,900 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:34:52,404 [1_agent_code] DEBUG: /n SCORE 7
2019-03-12 14:34:54,896 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:34:57,799 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:00,455 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:03,637 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:35:06,358 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:09,102 [1_agent_code] DEBUG: /n SCORE 5
2019-03-12 14:35:13,058 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:35:16,214 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:35:18,771 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:35:22,891 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:26,143 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:29,713 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:35:32,366 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:37,129 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:35:40,274 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:43,159 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:35:47,342 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:35:50,370 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:35:53,446 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:35:56,183 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:35:58,863 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:01,532 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:36:04,112 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:06,699 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:09,483 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:12,514 [1_agent_code] DEBUG: /n SCORE 5
2019-03-12 14:36:15,642 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:18,455 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:36:21,886 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:25,900 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:30,618 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:33,311 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:36,172 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:38,865 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:41,669 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:44,949 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:36:48,129 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:36:50,901 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:36:55,694 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:36:58,284 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:37:01,185 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:37:05,227 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:37:09,590 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:37:12,824 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:37:16,263 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:37:19,192 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:37:21,806 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:37:24,461 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:37:27,237 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:37:30,169 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:37:33,101 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:37:37,841 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:37:42,485 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:37:45,341 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:37:49,417 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:37:51,982 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:37:54,547 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:37:57,478 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:38:01,107 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:38:04,734 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:38:08,535 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:38:11,661 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:38:14,589 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:38:18,065 [1_agent_code] DEBUG: /n SCORE 6
2019-03-12 14:38:20,958 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:38:24,715 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:38:29,357 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:38:32,201 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:38:35,167 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:38:39,833 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:38:42,391 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:38:47,132 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:38:50,845 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:38:53,654 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:38:58,000 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:39:01,002 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:03,754 [1_agent_code] DEBUG: /n SCORE 6
2019-03-12 14:39:06,864 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:09,809 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:13,489 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:16,500 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:19,404 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:39:23,251 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:27,165 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:39:30,318 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:33,075 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:36,014 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:39:39,146 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:39:41,999 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:39:46,437 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:39:50,222 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:39:52,973 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:39:55,586 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:39:58,625 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:40:01,946 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:40:05,545 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:40:09,077 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:40:12,231 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:40:15,999 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:40:18,709 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:40:21,349 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:40:25,774 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:40:28,423 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:40:32,386 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:40:35,835 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:40:40,228 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:40:44,560 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:40:50,406 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:40:53,570 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:40:56,844 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:41:00,201 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:41:03,534 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:41:08,452 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:41:12,123 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:41:14,974 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:41:17,674 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:41:20,333 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:41:23,307 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:41:26,209 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:41:30,484 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:41:33,684 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:41:36,511 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:41:39,654 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:41:42,512 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:41:45,429 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:41:48,458 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:41:51,381 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:41:55,591 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:41:58,566 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:42:03,064 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:42:07,260 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:42:10,347 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:42:13,129 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:42:16,786 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:42:21,386 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:42:24,159 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:42:26,929 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:42:29,982 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:42:32,865 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:42:37,415 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:42:40,359 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:42:43,536 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:42:47,469 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:42:50,817 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:42:53,779 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:42:57,572 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:43:00,458 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:03,500 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:43:06,510 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:43:09,594 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:12,880 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:43:15,871 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:43:20,308 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:43:23,200 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:26,226 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:30,819 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:33,640 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:38,120 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:43:41,136 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:44,075 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:43:48,823 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:43:51,761 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:43:54,765 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:43:59,447 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:03,951 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:07,149 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:10,064 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:12,762 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:44:15,744 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:18,800 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:44:21,692 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:44:24,640 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:44:29,247 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:44:32,469 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:44:35,969 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:39,307 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:42,391 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:44:45,182 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:48,015 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:51,171 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:44:54,177 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:44:58,865 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:45:02,026 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:04,988 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:45:10,101 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:13,211 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:45:17,717 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:20,982 [1_agent_code] DEBUG: /n SCORE 4
2019-03-12 14:45:24,755 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:45:29,607 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:32,622 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:35,802 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:45:38,731 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:45:41,627 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:45:44,741 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:45:47,927 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:50,831 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:45:53,795 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:56,810 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:45:59,577 [1_agent_code] DEBUG: /n SCORE 3
2019-03-12 14:46:02,614 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:46:05,503 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:46:08,548 [1_agent_code] DEBUG: /n SCORE 1
2019-03-12 14:46:13,268 [1_agent_code] DEBUG: /n SCORE 0
2019-03-12 14:46:16,409 [1_agent_code] DEBUG: /n SCORE 2
2019-03-12 14:46:19,247 [1_agent_code] DEBUG: /n SCORE 3
